"ServiceNo","Direction","StopSequence","BusStopCode","Description","Latitude","Longitude"
"10",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"10",1,2,"76059","Opp Our Tampines Hub",1.35296163572491,103.941651548528
"10",1,3,"76069","Blk 147",1.34875342114003,103.942086290874
"10",1,4,"96289","Changi General Hosp",1.34005496226354,103.94838106594
"10",1,5,"96109","Opp Blk 3012",1.33737118239889,103.950673331435
"10",1,6,"85079","Flextronic",1.33394889968504,103.950152319867
"10",1,7,"85089","Aft Sungei Bedok",1.33338002405472,103.948803273617
"10",1,8,"85069","Bedok Mkt Pl",1.3318,103.94738
"10",1,9,"85059","Bef Jln Chempaka Kuning",1.32950222197902,103.949066110977
"10",1,10,"85049","Opp Man Fatt Lam Tp",1.32671998700111,103.951248727036
"10",1,11,"85039","Opp Excelsior Gdns",1.32442497435966,103.952985942616
"10",1,12,"85029","Aft Bedok Meth Ch",1.32261805599904,103.954299722025
"10",1,13,"85019","Eastwood Ctr",1.321288333018,103.955344722011
"10",1,14,"94079","Bedok Camp 2",1.319557,103.955325
"10",1,15,"94069","Opp Kew Green Condo",1.31809668590525,103.950856599128
"10",1,16,"94059","Temasek Sec Sch",1.31707137658578,103.94798092494
"10",1,17,"94049","Aft Bedok Sth Ave 3",1.31616443335073,103.944821081277
"10",1,18,"94089","Calvary Ably Of God Ch",1.31536333302999,103.942941389
"10",1,19,"94039","Opp The Summit",1.31485363967239,103.940663337738
"10",1,20,"94029","Aft Sennet Rd",1.31453305602342,103.937504999972
"10",1,21,"94019","Opp Evergreen Ave",1.3142851610342,103.935749530768
"10",1,22,"93099","Siglap Sth CC",1.31390444400831,103.931711388985
"10",1,23,"93089","Opp Goodwill Ct",1.31295810131062,103.927906050201
"10",1,24,"93079","Opp Springvale",1.31250502315071,103.925024769848
"10",1,25,"93069","Aft Siglap Rd",1.31168943552207,103.92240015622
"10",1,26,"93059","Aft Jln Buloh Perindu",1.31076138897412,103.919307778022
"10",1,27,"92159","ST. PATRICK'S SCH",1.309748,103.9166295
"10",1,28,"92149","St. Patrick's Green",1.30928064742874,103.914345172902
"10",1,29,"92139","Opp Caltex Stn",1.30853972762017,103.910629322094
"10",1,30,"92129","The Holy Family Ch",1.30686400495083,103.906461341356
"10",1,31,"92119","Roxy Sq",1.30444500073,103.902774514231
"10",1,32,"92109","Opp Katong Shop Ctr",1.30356602776936,103.901456147786
"10",1,33,"92099","One Amber",1.3023783312326,103.899004265712
"10",1,34,"92161","Aft Katong PO",1.30380001918907,103.896569230703
"10",1,35,"82071","Opp Tg Katong Girls' Sch",1.30725334418948,103.89541128172
"10",1,36,"81199","BEF OLD AIRPORT RD",1.30862937328019,103.890631127019
"10",1,37,"81189","Dakota Stn Exit B/Blk 60",1.30821308595952,103.888508774084
"10",1,38,"81179","Blk 22",1.30726086825664,103.884907110018
"10",1,39,"80141","Opp S.A. Deaf",1.30711835522323,103.879893732462
"10",1,40,"80219","Natl Stadium",1.30674381370885,103.875264139574
"10",1,41,"80169","Nicoll Highway Stn",1.30070547633658,103.863360132571
"10",1,42,"80159","Suntec City",1.295962316986,103.857951748962
"10",1,43,"02119","Opp War Memorial Pk",1.29184407356581,103.855343343051
"10",1,44,"03019","OUE Bayfront",1.284245000013,103.853108055996
"10",1,45,"03059","One Raffles Quay",1.281111,103.851461
"10",1,46,"03129","UIC Bldg",1.27807003532092,103.849567181238
"10",1,47,"03217","Opp AXA Twr",1.27552218897645,103.847944367492
"10",1,48,"05649","Opp Customs Port Br HQ",1.2723842122117,103.840939122181
"10",1,49,"14061","Opp Former Railway Stn",1.27231269789239,103.838620357349
"10",1,50,"14071","Keppel Workshop",1.27220342411953,103.833902586259
"10",1,51,"14081","Tg Pagar DP Blk F5",1.270896111,103.8308919
"10",1,52,"14101","Opp Keppel DP Blk 517",1.26837500002503,103.82825805601
"10",1,53,"14141","HarbourFront Stn/Vivocity",1.26552421466644,103.822113268462
"10",1,54,"14121","Opp HarbourFront Int",1.26591350024271,103.819256606218
"10",1,55,"14131","Caribbean at Keppel Bay",1.26740130257465,103.816754411503
"10",1,56,"14151","Opp Chr Community Chapel",1.26964765905364,103.812935941234
"10",1,57,"14161","Telok Blangah Stn",1.27075866533548,103.810099130053
"10",1,58,"14171","Opp Yeo's Bldg",1.27145959833005,103.806548570594
"10",1,59,"15141","Labrador Pk Stn",1.27275860463579,103.800959478238
"10",1,60,"15151","Opp Mapletree Biz City",1.27389192906939,103.798222089824
"10",1,61,"15161","Opp HarbourSide Bldg 2",1.27443806198132,103.796660559405
"10",1,62,"15191","Pasir Panjang Stn/Fc",1.27581227029734,103.79263571258
"10",1,63,"15201","Aft Pasir Panjang Stn",1.27680819120105,103.789708614372
"10",1,64,"15221","Aft Sth Buona Vista Rd",1.27949923466491,103.785489554016
"10",1,65,"16201","Barossa Gdns",1.28130063164133,103.784107588342
"10",1,66,"16011","Opp Haw Par Villa Stn",1.28277766355314,103.781869304134
"10",1,67,"16021","Opp Gloria Mansion",1.28625793147796,103.779810276938
"10",1,68,"16031","Opp S'pore Science Pk II",1.28800629048399,103.778464794136
"10",1,69,"16041","OPP LUXE VILLE",1.2893086506189,103.776600951433
"10",1,70,"16051","The Crystal Tabernacle Ch",1.29014861601908,103.774260366152
"10",1,71,"16061","Opp Heng Mui Keng Terr",1.29046257201356,103.77356171611
"10",1,72,"16071","Opp Pasir Panjang PO",1.29129940835907,103.77117221156
"10",1,73,"16081","Aft Palm Green Condo",1.29195777797363,103.768661389003
"10",1,74,"16009","Kent Ridge Ter",1.29425341056334,103.769883231977
"10",2,1,"16009","Kent Ridge Ter",1.29425341056334,103.769883231977
"10",2,2,"16089","Aft Clementi Rd",1.29201138346787,103.769084207161
"10",2,3,"16079","Bef Pasir Panjang PO",1.29138264862382,103.771298361842
"10",2,4,"16069","Heng Mui Keng Terr",1.290648611,103.7736967
"10",2,5,"16059","Jamiyah Halfway Hse",1.28967266173408,103.775941361395
"10",2,6,"16049","WHITEHAVEN",1.28910696351866,103.777389520473
"10",2,7,"16039","S'pore Science Pk II",1.28799020188116,103.7787202926
"10",2,8,"16029","Gloria Mansion",1.28608472200879,103.780221389029
"10",2,9,"16019","Haw Par Villa Stn",1.28278078585184,103.782176148582
"10",2,10,"16209","HORIZON RESIDENCES",1.28159092769912,103.784006502448
"10",2,11,"15229","Bef Sth Buona Vista Rd",1.27937638961898,103.78572727156
"10",2,12,"15219","Pasir View Pk",1.27818114088895,103.787010312069
"10",2,13,"15209","Bef Pasir Panjang Stn",1.27706561928684,103.7902343273
"10",2,14,"15199","Opp Currency Hse",1.27604240853686,103.793183996398
"10",2,15,"15169","HarbourSide Bldg 2",1.27481499269165,103.796739942902
"10",2,16,"15159","Mapletree Business City",1.27426303773784,103.798393504076
"10",2,17,"15149","Opp Labrador Pk Stn",1.27341871854745,103.800555467586
"10",2,18,"14189","Aft Alexandra Rd",1.27269303340787,103.803983632146
"10",2,19,"14179","Yeo's Bldg",1.27188454577735,103.806300005338
"10",2,20,"14169","Opp Telok Blangah Stn",1.27118550385957,103.809418104345
"10",2,21,"14159","Bef Chr Community Chapel",1.26994046445496,103.813154190818
"10",2,22,"14139","Bef Seah Im Rd",1.2686352773503,103.815469523808
"10",2,23,"14129","Harbourfront Stn Exit A",1.26607869101924,103.819778773911
"10",2,24,"14119","Opp VivoCity",1.26592360897281,103.822282780366
"10",2,25,"14109","Keppel DP Blk 517",1.26804601553507,103.827224905056
"10",2,26,"14089","Opp Tg Pagar DP Blk F5",1.27046005041763,103.829792773326
"10",2,27,"14069","Former Railway Stn",1.272538056,103.8364069
"10",2,28,"05641","Bef Cantonment Rd",1.27272393115133,103.841406187852
"10",2,29,"03222","Hub Synergy Pt",1.27397836925637,103.844895629224
"10",2,30,"03111","Aft Capital Twr",1.2778259536079,103.848101171973
"10",2,31,"03071","80 Robinson Rd",1.27990609626764,103.849400304245
"10",2,32,"03031","Raffles Pl Stn Exit F",1.28207492207952,103.850860749251
"10",2,33,"03011","Fullerton Sq",1.28561840945474,103.853422232464
"10",2,34,"02111","Esplanade Bridge",1.29095592348389,103.854534194352
"10",2,35,"80151","Opp Suntec City",1.296265,103.857666
"10",2,36,"80161","Opp Nicoll Highway Stn",1.30032715605093,103.862454108633
"10",2,37,"80211","Opp Natl Stadium",1.30712803633755,103.875481087591
"10",2,38,"80149","S.A. Deaf",1.3074963710946,103.879805833735
"10",2,39,"81171","Blk 39",1.30751703730041,103.885007500643
"10",2,40,"81181","Dakota Stn Exit A/Blk 99",1.30845544825732,103.888472144038
"10",2,41,"81191","AFT OLD AIRPORT RD",1.30913166702397,103.891800000025
"10",2,42,"82079","Tg Katong Girls' Sch",1.30801114591342,103.895196085096
"10",2,43,"92169","Bef Katong PO",1.303782,103.8967661
"10",2,44,"92091","Opp One Amber",1.30270333303256,103.899313889006
"10",2,45,"92101","Katong Shop Ctr",1.30370246223719,103.901291699368
"10",2,46,"92111","Opp Roxy Sq",1.30477657929676,103.902933415621
"10",2,47,"92121","Opp The Holy Family Ch",1.30722207111074,103.906765151656
"10",2,48,"92131","Caltex Stn",1.30878111099591,103.91089222198
"10",2,49,"92141","Nafa Arts Kindergarten",1.30939538245506,103.91428724576
"10",2,50,"92151","Christ Meth Ch",1.3098029425373,103.916023802423
"10",2,51,"93051","Aft Dunbar Wk",1.31065440276409,103.918669223807
"10",2,52,"93061","Bef Siglap Rd",1.31199515605411,103.922606706623
"10",2,53,"93071","Crescendo Bldg",1.31293014528666,103.926348616885
"10",2,54,"93081","Opp Chiang Ct",1.31342707975776,103.929033279445
"10",2,55,"93091","Opp Siglap Sth CC",1.31398835332345,103.931574313882
"10",2,56,"94011","Evergreen Gdn",1.31438169513219,103.935105800645
"10",2,57,"94021","Bef Sennett Rd",1.31475174256228,103.93834590912
"10",2,58,"94031","The Summit",1.31504670788151,103.940899372099
"10",2,59,"94041","Aft Parbury Ave",1.31619439069366,103.944305777522
"10",2,60,"94051","Opp Temasek Sec Sch",1.31710244970995,103.947379591334
"10",2,61,"94061","Kew Green Condo",1.318036,103.950595
"10",2,62,"94071","Opp Bedok Camp 2",1.319719,103.954968
"10",2,63,"85021","Country Pk",1.32190305598591,103.954684721996
"10",2,64,"85031","Excelsior Gdns",1.32501115145725,103.952320218062
"10",2,65,"85041","Man Fatt Lam Tp",1.3264647104527,103.951164208019
"10",2,66,"85051","Aft Jln Chempaka Kuning",1.32956968334939,103.948801159872
"10",2,67,"85061","Opp Bedok Mkt Pl",1.33146,103.94739
"10",2,68,"85081","Bef Jln Pari Burong",1.33292331447242,103.94719977411
"10",2,69,"85071","Bef Changi Fire Stn",1.33407653133395,103.949851670289
"10",2,70,"96101","Blk 3012",1.33638500905398,103.951056893965
"10",2,71,"96281","Opp Changi General Hosp",1.339714,103.94825
"10",2,72,"76061","Blk 938",1.3482019444416,103.941898055523
"10",2,73,"76051","Our Tampines Hub",1.35313809279079,103.941263940905
"10",2,74,"75009","Tampines Int",1.35407552367477,103.943390984739
"100",1,1,"66009","S'Goon Int",1.35046610176969,103.871689922646
"100",1,2,"62129","Blk 403",1.34698958928417,103.872054885247
"100",1,3,"62119","Aft Sunshine Lodge",1.34483265931476,103.871092200305
"100",1,4,"61049","Aft Bartley Rd",1.34196277802503,103.870968611033
"100",1,5,"61039","Woodleigh Stn Exit A",1.33845332842129,103.870848817836
"100",1,6,"70069","Aft Bidadari Pk Dr",1.337778056,103.8736111
"100",1,7,"70059","Blk 7",1.33477611102342,103.878311667018
"100",1,8,"70049","Aft Blk 4",1.33290666703267,103.878714999991
"100",1,9,"70039","Aljunied Pk",1.32930256265165,103.879755737429
"100",1,10,"70029","Canossa Catholic Pr",1.32662552821417,103.880543548054
"100",1,11,"70019","Blk 125",1.32322990499562,103.881457256762
"100",1,12,"81099","Blk 102",1.31982276662398,103.881946659851
"100",1,13,"81089","Aljunied Stn",1.31628194302502,103.882022435516
"100",1,14,"80089","Bef Lor 18 Geylang",1.312658,103.880111
"100",1,15,"80069","Opp Mohd Salleh Mque",1.31214703288286,103.877150163172
"100",1,16,"80049","Aft Sims Way",1.31077707819718,103.873636639823
"100",1,17,"80039","Opp Lor 1 Geylang Ter",1.30992336177794,103.871443446515
"100",1,18,"80029","Bef Kg Bugis",1.3094187398083,103.867534973491
"100",1,19,"01339","Bef Crawford Bridge",1.30774601733202,103.864262746544
"100",1,20,"01349","Opp Blk 4",1.30568635716829,103.865439944179
"100",1,21,"01429","Golden Mile Cplx",1.3032136089394,103.865015848078
"100",1,22,"01419","St. John HQ",1.3020199999911,103.863263333012
"100",1,23,"01529","Plaza Parkroyal",1.30041667676526,103.860441152599
"100",1,24,"01519","The Gateway",1.29907492488417,103.858910297344
"100",1,25,"01629","Shaw Twrs",1.297085,103.856894
"100",1,26,"01619","Esplanade Stn Exit F",1.29428694178246,103.855038094242
"100",1,27,"02029","Aft Esplanade Stn Exit D",1.290106,103.85464
"100",1,28,"03019","OUE Bayfront",1.284245000013,103.853108055996
"100",1,29,"03059","One Raffles Quay",1.281111,103.851461
"100",1,30,"03129","UIC Bldg",1.27807003532092,103.849567181238
"100",1,31,"03217","Opp AXA Twr",1.27552218897645,103.847944367492
"100",1,32,"05649","Opp Customs Port Br HQ",1.2723842122117,103.840939122181
"100",1,33,"14061","Opp Former Railway Stn",1.27231269789239,103.838620357349
"100",1,34,"14071","Keppel Workshop",1.27220342411953,103.833902586259
"100",1,35,"14081","Tg Pagar DP Blk F5",1.270896111,103.8308919
"100",1,36,"14101","Opp Keppel DP Blk 517",1.26837500002503,103.82825805601
"100",1,37,"14141","HarbourFront Stn/Vivocity",1.26552421466644,103.822113268462
"100",1,38,"14121","Opp HarbourFront Int",1.26591350024271,103.819256606218
"100",1,39,"14131","Caribbean at Keppel Bay",1.26740130257465,103.816754411503
"100",1,40,"14151","Opp Chr Community Chapel",1.26964765905364,103.812935941234
"100",1,41,"14161","Telok Blangah Stn",1.27075866533548,103.810099130053
"100",1,42,"14171","Opp Yeo's Bldg",1.27145959833005,103.806548570594
"100",1,43,"15041","Alexandra Retail Ctr",1.274632,103.801892
"100",1,44,"15051","Alexandra Pt",1.276978,103.8023815
"100",1,45,"18011","Aft Hortpark",1.28087089714667,103.802103330032
"100",1,46,"11511","Alexandra Hosp",1.2859468736223,103.802518844624
"100",1,47,"11021","Aft Queenstown NPC HQ",1.28941805603102,103.802286943985
"100",1,48,"11031","Opp Queen's Cl",1.29119666696879,103.800455000001
"100",1,49,"11041","Aft C'wealth Dr",1.29624499998226,103.799523332995
"100",1,50,"11051","Opp Queenstown Polyclinic",1.29872166703909,103.800297975548
"100",1,51,"11161","C'Wealth Stn Exit A/D",1.30213305598263,103.798390833021
"100",1,52,"11171","Opp Blk 7B",1.30535666699303,103.794797221969
"100",1,53,"11181","Opp Blk 43",1.30722333300814,103.792276388969
"100",1,54,"11351","Blk 13",1.30934571218561,103.789451127752
"100",1,55,"11001","Opposite Ghim Moh Terminal",1.311072,103.789159
"100",1,56,"12121","Blk 7",1.31164833301814,103.787151667032
"100",1,58,"11009","Ghim Moh Ter",1.3110673548964,103.78932237624
"100",2,1,"11009","Ghim Moh Ter",1.3110673548964,103.78932237624
"100",2,2,"11359","Opp Blk 13",1.30931022636473,103.789686083471
"100",2,3,"11189","Blk 43",1.30740138898924,103.792542222024
"100",2,4,"11179","Blk 8",1.30627521395682,103.794279401175
"100",2,5,"11169","C'Wealth Stn Exit B/C",1.30270500001823,103.798381666973
"100",2,6,"11059","Queenstown Polyclinic",1.29882892782979,103.800973892228
"100",2,7,"11049","Opp Blessed Sacrament Ch",1.2954609366563,103.799525499372
"100",2,8,"11039","Blk 19",1.29245762862665,103.79998683929
"100",2,9,"11029","Blk 166/Aft Mei Chin Rd",1.29013472201419,103.802021110988
"100",2,10,"11519","Opp Queensway Shop Ctr",1.28665742231261,103.803341294253
"100",2,11,"18019","Bef Telok Blangah Hill Pk",1.28091055556275,103.802523055562
"100",2,12,"15059","Opp Alexandra Pt",1.27686194443878,103.802701111131
"100",2,13,"15049","Opp Alexandra Retail Ctr",1.274590541032,103.80216344739
"100",2,14,"14189","Aft Alexandra Rd",1.27269303340787,103.803983632146
"100",2,15,"14179","Yeo's Bldg",1.27188454577735,103.806300005338
"100",2,16,"14169","Opp Telok Blangah Stn",1.27118550385957,103.809418104345
"100",2,17,"14159","Bef Chr Community Chapel",1.26994046445496,103.813154190818
"100",2,18,"14139","Bef Seah Im Rd",1.2686352773503,103.815469523808
"100",2,19,"14129","Harbourfront Stn Exit A",1.26607869101924,103.819778773911
"100",2,20,"14119","Opp VivoCity",1.26592360897281,103.822282780366
"100",2,21,"14109","Keppel DP Blk 517",1.26804601553507,103.827224905056
"100",2,22,"14089","Opp Tg Pagar DP Blk F5",1.27046005041763,103.829792773326
"100",2,23,"14069","Former Railway Stn",1.272538056,103.8364069
"100",2,24,"05641","Bef Cantonment Rd",1.27272393115133,103.841406187852
"100",2,25,"03222","Hub Synergy Pt",1.27397836925637,103.844895629224
"100",2,26,"03111","Aft Capital Twr",1.2778259536079,103.848101171973
"100",2,27,"03031","Raffles Pl Stn Exit F",1.28207492207952,103.850860749251
"100",2,28,"03011","Fullerton Sq",1.28561840945474,103.853422232464
"100",2,29,"02111","Esplanade Bridge",1.29095592348389,103.854534194352
"100",2,30,"01611","Aft Raffles Hotel",1.29527259171342,103.855336861812
"100",2,31,"01621","Opp Shaw Twrs",1.29695888888745,103.856556111098
"100",2,32,"01511","Opp The Gateway",1.29919826103807,103.858645183024
"100",2,33,"01521","Opp Plaza Parkroyal",1.30088304437602,103.860660981822
"100",2,34,"01411","Opp St. John HQ",1.30211332865049,103.862955981673
"100",2,35,"01421","Opp Golden Mile Cplx",1.30338444400173,103.864838888986
"100",2,36,"01341","Southbank",1.30647555600578,103.864525277987
"100",2,37,"80011","AFT PADANG JERINGAU",1.30972720802554,103.86737828693
"100",2,38,"80031","Kallang Stn",1.31107705658993,103.871314905297
"100",2,39,"80051","Aft Lor 1 Geylang",1.31251499997324,103.873261944474
"100",2,40,"80071","Yi Xiu Fty Bldg",1.31380009198455,103.876553940064
"100",2,41,"80091","Bef Lor 23 Geylang",1.31489775184137,103.880951416408
"100",2,42,"81081","Opp Aljunied Stn",1.31621665907428,103.881681568792
"100",2,43,"81091","Sims Urban Oasis",1.31935333297674,103.881731111033
"100",2,44,"70011","Opp Blk 125",1.32317687661433,103.881160083293
"100",2,45,"70021","Opp Canossa Catholic Pr",1.32640814876454,103.880339379414
"100",2,46,"70031","Opp Aljunied Pk",1.3292670732562,103.87941087761
"100",2,47,"70041","Opp Blk 4",1.33340805598283,103.878412500021
"100",2,48,"70051","Aft Joo Seng Rd",1.33627202154131,103.877779482998
"100",2,49,"70061","Bef Bidadari Pk Dr",1.3375,103.87444
"100",2,50,"61031","Woodleigh Stn Exit B",1.33836472248768,103.870449672628
"100",2,51,"61041","Bef Braddell Rd",1.34142999996834,103.870491943973
"100",2,52,"62111","Aft Sommerville Rd",1.34509852230089,103.870771712541
"100",2,53,"62121","Aft Wolskel Rd",1.34682778451192,103.871568098818
"100",2,54,"66009","S'Goon Int",1.35046610176969,103.871689922646
"100A",1,1,"66009","S'Goon Int",1.35046610176969,103.871689922646
"100A",1,2,"62129","Blk 403",1.34698958928417,103.872054885247
"100A",1,3,"62119","Aft Sunshine Lodge",1.34483265931476,103.871092200305
"100A",1,4,"61049","Aft Bartley Rd",1.34196277802503,103.870968611033
"100A",1,5,"61039","Woodleigh Stn Exit A",1.33845332842129,103.870848817836
"100A",1,6,"70069","Aft Bidadari Pk Dr",1.337778056,103.8736111
"100A",1,7,"70059","Blk 7",1.33477611102342,103.878311667018
"100A",1,8,"70049","Aft Blk 4",1.33290666703267,103.878714999991
"100A",1,9,"70039","Aljunied Pk",1.32930256265165,103.879755737429
"100A",1,10,"70029","Canossa Catholic Pr",1.32662552821417,103.880543548054
"100A",1,11,"70019","Blk 125",1.32322990499562,103.881457256762
"100A",1,12,"81099","Blk 102",1.31982276662398,103.881946659851
"100A",1,13,"81089","Aljunied Stn",1.31628194302502,103.882022435516
"101",1,1,"66009","S'Goon Int",1.35046610176969,103.871689922646
"101",1,2,"62131","S'Goon Stn Exit H",1.3489790064228,103.872774327976
"101",1,3,"62141","Opp Blk 1",1.35149112412235,103.875151947138
"101",1,4,"63011","Opp Upp S'Goon Shop Ctr",1.35432115760902,103.878235759372
"101",1,5,"63021","The Helping Hand",1.3570580828827,103.881616130876
"101",1,6,"63031","Kovan Stn Exit B",1.36050444441455,103.88535194446
"101",1,7,"63041","Opp Glad Tidings Ch",1.36259166703136,103.887548056024
"101",1,8,"63051","Opp Blk 370",1.36415166798646,103.88914278487
"101",1,9,"63061","Opp Blk 25",1.36623834226067,103.891291344801
"101",1,10,"64011","Naung Residence",1.36756333302324,103.89275944399
"101",1,11,"64541","Hougang Ctrl Int",1.37122666703205,103.89261000001
"101",1,12,"64551","Blk 836",1.370423,103.890741
"101",1,13,"64529","Hougang Polyclinic",1.3699286957754,103.889335207351
"101",1,14,"64339","Blk 602",1.37136834322266,103.887029886251
"101",1,15,"64341","Bef Blk 683",1.3729130421635,103.88633750748
"101",1,16,"64351","Opp Montfort Sch",1.374811,103.888082
"101",1,17,"64431","Blk 568",1.37809447450304,103.889302789766
"101",1,18,"64441","Hougang G. Shop Mall",1.37980640697067,103.888184999025
"101",1,19,"64461","Blk 579",1.37938472998807,103.886403092016
"101",1,20,"66499","Blk 911",1.37912306945844,103.8832693302
"101",1,21,"66541","Blk 980C",1.37977511312504,103.881354938164
"101",1,22,"66551","Blk 984",1.38172660405235,103.881443393998
"101",1,23,"66561","Outside Blk 991B",1.383486,103.882607
"101",1,24,"66601","Blk 991A",1.38486,103.882346
"101",1,25,"66571","Buangkok Sq",1.384484444,103.8813056
"101",1,26,"66581","Blk 986B",1.382511944,103.8797475
"101",1,27,"66549","Opp Blk 980C",1.38029830580566,103.881672847228
"101",1,28,"66491","Opp Blk 910",1.37936944398935,103.88260194402
"101",1,29,"64619","Opp Blk 913",1.37809338718149,103.884680271147
"101",1,30,"64561","Blk 574",1.37715998902026,103.886908775481
"101",1,31,"64359","Montfort Sch",1.37528677811119,103.889187607764
"101",1,32,"64349","Blk 502",1.37291834719604,103.88673982858
"101",1,33,"64331","Blk 508",1.37143555507852,103.888059551053
"101",1,34,"64521","Blk 834",1.36983992146019,103.889567255937
"101",1,35,"64559","Blk 830A",1.37060388901687,103.890811388966
"101",1,36,"64549","Opp Hougang Ctrl Int",1.37139998302648,103.891709729783
"101",1,37,"64019","Blk 302",1.368308353364,103.893938382482
"101",1,38,"63069","Blk 25",1.36637999879956,103.891947158501
"101",1,39,"63059","Blk 22",1.36437667280221,103.889841495864
"101",1,40,"63049","Glad Tidings Ch",1.36219166668854,103.887522777797
"101",1,41,"63039","Kovan Stn Exit C",1.36026000003341,103.88538416664
"101",1,42,"63029","Opp The Helping Hand",1.35727472200293,103.882180278027
"101",1,43,"63019","Aft Upp S'Goon Shop Ctr",1.35347964311763,103.878001417024
"101",1,44,"62149","Forest Woods",1.35169173270668,103.875953323123
"101",1,45,"62189","S'Goon Stn Exit D/Blk 416",1.35056391832311,103.874709537055
"101",1,47,"66009","S'Goon Int",1.35046610176969,103.871689922646
"102",1,1,"64009","Hougang Ctrl Int",1.37060695394614,103.892668088747
"102",1,2,"64041","The Midtown",1.37016500002901,103.895359999967
"102",1,3,"64051","Blk 465A",1.37239666924933,103.897773624568
"102",1,4,"64061","Opp Serangoon Sec Sch",1.37557886299976,103.901119000014
"102",1,5,"64401","Opp Blk 477A",1.37839309319848,103.903236620448
"102",1,6,"67739","Aft Sengkang East Dr",1.37998423176832,103.901950918712
"102",1,7,"67729","Opp The Rivervale",1.37948933048443,103.898725669518
"102",1,8,"67719","Opp Sengkang Fire Stn",1.37972132476485,103.895272386031
"102",1,9,"67609","Buangkok Stn Exit A",1.38393305306468,103.893039785301
"102",1,10,"67619","Blk 201C",1.38776797851536,103.894014358512
"102",1,11,"67341","Opp Blk 204 CP",1.38864779457077,103.895051690314
"102",1,12,"67199","Opp Blk 223D",1.3889487081629,103.896891651336
"102",1,13,"67189","Opp Blk 241",1.39059955869523,103.89742612836
"102",1,14,"67409","Sengkang Stn",1.3923391568303,103.896068166064
"102",1,15,"67399","Blk 325 CP",1.39385005995777,103.891670105856
"102",1,16,"67389","Blk 317B",1.39424377787036,103.888690956865
"102",1,17,"67549","Opp Hockey Stadium",1.39454660425441,103.886182308199
"102",1,18,"67559","Opp Blk 471A",1.3954939065925,103.880945032188
"102",1,19,"67569","Blk 432A",1.39504999232889,103.877000000872
"102",1,20,"67639","Blk 436A",1.393047,103.875914
"102",1,21,"67499","Fernvale Pr Sch",1.39068028707514,103.87467870993
"102",1,22,"68019","Aft Jln Kayu",1.39106694073297,103.870606129626
"102",1,23,"67091","Opp Blk 459B",1.392881,103.869086
"102",1,24,"67991","Opp Blk 461B",1.395245,103.871524
"102",1,25,"68031","Jln Kayu Shophouse",1.39705024252478,103.873072985307
"102",1,26,"68051","Bef TPE",1.39955011852479,103.872320652009
"102",1,27,"68111","Bef Seletar Camp G",1.40222194447692,103.871388055576
"102",1,28,"68099","Bef Baker St",1.40885009957996,103.870953115416
"102",1,29,"68209","Opp Seletar Camp",1.4113435,103.873544
"102",1,30,"68239","Seletar Airport",1.41360008537368,103.87287372479
"102",1,31,"68201","Aft Seletar Camp",1.409829,103.872581
"102",1,32,"68091","Aft Baker St",1.40885699822728,103.871169291168
"102",1,33,"68119","Aft Seletar Camp G",1.402186,103.872168
"102",1,34,"68059","Aft TPE",1.39978638898633,103.872435278032
"102",1,35,"68049","Opp Jln Tari Lilin",1.39851660309414,103.872960456528
"102",1,36,"68039","Aft Abundant Grace Ch",1.39652972197871,103.873113888995
"102",1,37,"67999","Blk 461B",1.39506,103.871495
"102",1,38,"67099","Blk 459B",1.3937,103.869287
"102",1,39,"68011","Bef Jln Kayu",1.3913169267408,103.870103069738
"102",1,40,"67491","Opp Fernvale Pr Sch",1.39087538517899,103.874664887896
"102",1,41,"67631","Blk 441D",1.392329,103.87567
"102",1,42,"67561","Opp Blk 432A",1.39545828505824,103.876976966836
"102",1,43,"67551","Blk 471A",1.39600529337669,103.879272937679
"102",1,44,"67541","Hockey Stadium",1.39478256874239,103.886332511905
"102",1,45,"67381","Blk 326 CP",1.39459040201234,103.888442666911
"102",1,46,"67391","Blk 333B",1.39425676218487,103.891444880283
"102",1,47,"67401","Opp Sengkang Stn/Blk 260A",1.39290842289238,103.895317384563
"102",1,48,"67181","Blk 240",1.39101786005668,103.897780179965
"102",1,49,"67191","Blk 223D",1.38908889970693,103.897108812854
"102",1,50,"67349","Blk 204 CP",1.38837810902521,103.895336909535
"102",1,51,"67611","Blk 204C",1.38776293807936,103.894262712745
"102",1,52,"67601","Buangkok Stn Exit B",1.38334470717282,103.893268327308
"102",1,53,"67711","Bef Sengkang Fire Stn",1.38013294516415,103.894779889604
"102",1,54,"67721","The Rivervale",1.37971349716278,103.898192386019
"102",1,55,"67731","Bef Sengkang East Dr",1.38018738604916,103.901380669552
"102",1,56,"64409","Blk 477A",1.37820165544364,103.903527273569
"102",1,57,"64069","Serangoon Sec Sch",1.37526504951859,103.90134716215
"102",1,58,"64059","Blk 355",1.37249135705281,103.898374704523
"102",1,59,"64049","Opp The Midtown",1.3703713899857,103.896032486143
"102",1,60,"64009","Hougang Ctrl Int",1.37060695394614,103.892668088747
"102A",1,1,"67409","Sengkang Stn",1.3923391568303,103.896068166064
"102A",1,2,"67399","Blk 325 CP",1.39385005995777,103.891670105856
"102A",1,3,"67389","Blk 317B",1.39424377787036,103.888690956865
"102A",1,4,"67549","Opp Hockey Stadium",1.39454660425441,103.886182308199
