"ServiceNo","Direction","StopSequence","BusStopCode","Description","Latitude","Longitude"
"29",1,48,"76311","Blk 460",1.35791501506433,103.955356558218
"29",1,49,"76341","Blk 464",1.35976305104284,103.955350064545
"29",1,50,"76351","Blk 484",1.36213822350227,103.953091310194
"29",1,51,"76361","Blk 430",1.36002524992852,103.950322660848
"29",1,52,"76391","Blk 418",1.35844376751138,103.947541136035
"29",1,53,"76199","BLK 503",1.35660016333768,103.945354284321
"29",1,54,"75009","Tampines Int",1.35407552367477,103.943390984739
"291",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"291",1,2,"75129","Darul Ghufran Mque",1.35563642049496,103.93936521712
"291",1,3,"75139","Blk 863",1.35563964372785,103.936125037566
"291",1,4,"75161","Blk 855",1.35324997143303,103.934560707847
"291",1,5,"75201","Blk 835",1.35078500992301,103.93353377369
"291",1,6,"75081","Blk 831",1.34986941891093,103.934267388118
"291",1,7,"75099","Blk 897",1.34810640028821,103.93423427926
"291",1,8,"75219","Blk 889",1.34971138040971,103.932156731849
"291",1,9,"75109","Blk 888",1.35115140327554,103.931024236999
"291",1,10,"75111","Blk 874A",1.35304499998303,103.932013332978
"291",1,11,"75169","Opp Blk 853",1.35327639994383,103.934406124576
"291",1,12,"75131","Bet Blks 701/702",1.35594818346107,103.937096460278
"291",1,13,"75121","Opp Darul Ghufran Mque",1.35593392058986,103.939032554603
"291",1,14,"75009","Tampines Int",1.35407552367477,103.943390984739
"291",1,15,"76191","BLK 401",1.3569438864901,103.944774454267
"291",1,16,"76151","Blk 237",1.355263,103.946998
"291",1,17,"76401","Blk 230B",1.35501333299594,103.950861666988
"291",1,18,"76181","Blk 216",1.35384110037439,103.953080279233
"291",1,19,"76411","Ngee Ann Sec Sch",1.35385001382018,103.957427520621
"291",1,20,"76421","Opp Blk 331",1.35384124345467,103.959871938505
"291",1,21,"76439","Blk 351",1.35288166702581,103.96260527799
"291",1,22,"76449","Blk 343",1.35207508249597,103.961130061408
"291",1,23,"76459","Blk 323",1.35208003080961,103.958731947719
"291",1,24,"76419","Blk 307A",1.35366243500181,103.95648530342
"291",1,25,"76189","Opp Blk 216",1.3537000000187,103.952796111026
"291",1,26,"76409","Blk 259",1.35484670853897,103.950795451559
"291",1,27,"76159","Opp Blk 237",1.35517831738683,103.947201490123
"291",1,28,"76199","BLK 503",1.35660016333768,103.945354284321
"291",1,29,"75009","Tampines Int",1.35407552367477,103.943390984739
"292",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"292",1,2,"76059","Opp Our Tampines Hub",1.35296163572491,103.941651548528
"292",1,3,"76069","Blk 147",1.34875342114003,103.942086290874
"292",1,4,"76071","Blk 141",1.34802638899143,103.945178056007
"292",1,5,"76081","Opp The Holy Trinity Ch",1.34950194446778,103.949323055539
"292",1,6,"76291","Angsana Pr Sch",1.3488330441336,103.951207608229
"292",1,7,"76301","Blk 283",1.34907001187678,103.953543865289
"292",1,8,"76099","Blk 285",1.35026359502623,103.952491721874
"292",1,9,"76089","The Holy Trinity Ch",1.34916805553714,103.949233888899
"292",1,10,"76329","Blk 125",1.34644501660314,103.949896231036
"292",1,11,"76339","Opp Tampines Changkat Cc",1.34547166699324,103.946984166994
"292",1,12,"76061","Blk 938",1.3482019444416,103.941898055523
"292",1,13,"76051","Our Tampines Hub",1.35313809279079,103.941263940905
"292",1,14,"75009","Tampines Int",1.35407552367477,103.943390984739
"293",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"293",1,2,"76059","Opp Our Tampines Hub",1.35296163572491,103.941651548528
"293",1,3,"76111","Blk 945",1.35157455446947,103.940233877326
"293",1,4,"76121","Opp St. Hilda's Sec Sch",1.35003333718868,103.93817517169
"293",1,5,"75079","Blk 819",1.34858249441921,103.937012163459
"293",1,6,"75089","Blk 827",1.34977145890473,103.934047317792
"293",1,7,"75109","Blk 888",1.35115140327554,103.931024236999
"293",1,8,"75151","Opp Blk 871A",1.35451781224143,103.931452062367
"293",1,9,"75141","Blk 730",1.35625000000112,103.933778888909
"293",1,10,"75329","Poi Ching Sch",1.35775471736024,103.936271951757
"293",1,11,"75339","Blk 734",1.35846309875614,103.934152125172
"293",1,12,"75159","Blk 874",1.35405115206724,103.931466434513
"293",1,13,"75101","Blk 880",1.35109968413462,103.931501449283
"293",1,14,"75081","Blk 831",1.34986941891093,103.934267388118
"293",1,15,"75071","Opp Blk 819",1.34893303477474,103.936542502136
"293",1,16,"76129","St. Hilda's Sec Sch",1.34988214931301,103.937915837105
"293",1,17,"76119","Opp Blk 945",1.35188664573357,103.940090280166
"293",1,18,"76051","Our Tampines Hub",1.35313809279079,103.941263940905
"293",1,19,"75009","Tampines Int",1.35407552367477,103.943390984739
"293",1,20,"76191","BLK 401",1.3569438864901,103.944774454267
"293",1,21,"76399","Blk 417",1.3586225675181,103.947233370056
"293",1,22,"76369","Blk 496F",1.36025642698418,103.950222730658
"293",1,23,"76359","Blk 493B",1.36209168075863,103.952178751969
"293",1,24,"76279","Blk 491C",1.3618856073242,103.955045800303
"293",1,25,"76269","Opp Blk 489A",1.36187820405808,103.957398186279
"293",1,26,"76259","Opp Blk 487B",1.35967015846114,103.958424463738
"293",1,27,"76239","Blk 390",1.3564927293972,103.957548264813
"293",1,28,"76311","Blk 460",1.35791501506433,103.955356558218
"293",1,29,"76371","Blk 459",1.35852839462785,103.954275348537
"293",1,30,"76471","BLK 444",1.35855302099722,103.951345000019
"293",1,31,"76211","Blk 449",1.35674667237884,103.951002591672
"293",1,32,"76221","TAMPINES EAST STN EXIT A",1.3563896244901,103.95390226734
"293",1,33,"76231","Opp Blk 390",1.35666908955685,103.95736200627
"293",1,34,"76251","Blk 487B",1.35970826873107,103.958237169454
"293",1,35,"76261","Blk 489B",1.36164005637877,103.957400321977
"293",1,36,"76271","Dunman Sec Sch",1.36181167182029,103.955183438752
"293",1,37,"76351","Blk 484",1.36213822350227,103.953091310194
"293",1,38,"76361","Blk 430",1.36002524992852,103.950322660848
"293",1,39,"76391","Blk 418",1.35844376751138,103.947541136035
"293",1,40,"76199","BLK 503",1.35660016333768,103.945354284321
"293",1,41,"75009","Tampines Int",1.35407552367477,103.943390984739
"298",1,1,"74009","Tampines Nth Int",1.368916,103.939651
"298",1,2,"75541","OPP BLK 648A",1.368309,103.941523
"298",1,3,"75551","BLK 641A",1.366268,103.943413
"298",1,4,"75571","BLK 637B",1.36378,103.943296
"298",1,5,"76541","Citylife@ Tampines",1.360247,103.940633
"298",1,6,"76511","The Tampines Trilliant",1.359138,103.939389
"298",1,7,"76521","OPP BLK 519A",1.357468889,103.940775
"298",1,8,"76559","AFT TAMPINES STN EXIT E",1.355625,103.943569
"298",1,9,"76191","BLK 401",1.3569438864901,103.944774454267
"298",1,10,"76149","Opp Tampines Stn/Int",1.35370728527221,103.946367105605
"298",1,11,"76139","Opp Century Sq",1.35162691843499,103.943850092795
"298",1,12,"76111","Blk 945",1.35157455446947,103.940233877326
"298",1,13,"76041","BLK 842C",1.35122178461773,103.936506900022
"298",1,14,"75089","Blk 827",1.34977145890473,103.934047317792
"298",1,15,"75109","Blk 888",1.35115140327554,103.931024236999
"298",1,16,"75151","Opp Blk 871A",1.35451781224143,103.931452062367
"298",1,17,"75179","Blk 871C",1.357,103.9317
"298",1,18,"75419","AFT TAMPINES AVE 5",1.35575831547919,103.929185870344
"298",1,19,"75041","Blk 875B",1.352932,103.929146
"298",1,20,"75021","BLK 879B",1.35168445182114,103.928517453506
"298",1,21,"75251","Opp Tropica Condo",1.3494983330038,103.927833611014
"298",1,22,"75031","Opp Springfield Sec Sch",1.35080696753697,103.929462432849
"298",1,23,"75101","Blk 880",1.35109968413462,103.931501449283
"298",1,24,"75081","Blk 831",1.34986941891093,103.934267388118
"298",1,25,"76049","OPP BLK 842C",1.35118252345739,103.936332009592
"298",1,26,"76119","Opp Blk 945",1.35188664573357,103.940090280166
"298",1,27,"76131","UOB Tampines Ctr",1.35184112001279,103.942541336941
"298",1,28,"76141","Tampines Stn/Int",1.35366689109025,103.946090604516
"298",1,29,"76199","BLK 503",1.35660016333768,103.945354284321
"298",1,30,"76551","TAMPINES STN EXIT D",1.355401,103.943599
"298",1,31,"76529","BLK 519A",1.35741,103.940604
"298",1,32,"76519","BET BLKS 524B/523D",1.35920624506603,103.939218701014
"298",1,33,"76549","Opp Citylife@ Tampines",1.360559,103.940515
"298",1,34,"75591","BEF BLK 631B",1.362079,103.942426
"298",1,35,"75579","BLK 630B",1.363603,103.94323
"298",1,36,"75559","BLK 646B",1.36642,103.943193
"298",1,37,"75549","BLK 648A",1.368246,103.941407
"298",1,38,"74009","Tampines Nth Int",1.368916,103.939651
"29A",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"29A",1,2,"76191","BLK 401",1.3569438864901,103.944774454267
"29A",1,3,"76399","Blk 417",1.3586225675181,103.947233370056
"29A",1,4,"76369","Blk 496F",1.36025642698418,103.950222730658
"29A",1,5,"76359","Blk 493B",1.36209168075863,103.952178751969
"29A",1,6,"76349","Dunman Sec Sch",1.3603851367314,103.955565691019
"29A",1,7,"76319","Tampines East Stn Exit D",1.357643,103.955554
"29A",1,8,"76231","Opp Blk 390",1.35666908955685,103.95736200627
"29A",1,9,"76241","Blk 497D",1.35845802746258,103.95917058122
"2B",1,1,"99009","Changi Village Ter",1.38969812175274,103.987625536019
"2B",1,2,"99131","Blk 4",1.38894186746545,103.987342969381
"2B",1,3,"99049","Changi Golf Course",1.38749994542049,103.985733640268
"2B",1,4,"99039","St. George Chapel",1.38768581439487,103.982021310734
"2B",1,5,"99029","Aft Cranwell Rd",1.38664086819653,103.979593062032
"2B",1,6,"99019","Aft Sch Of Commando",1.3837089764569,103.978448607683
"2B",1,7,"98079","Opp Loyang Way/Soxal",1.37859016739254,103.978700697195
"2B",1,8,"98069","Aft Engine Test Facility",1.3757102208247,103.976778734029
"2B",1,9,"97099","Aft Loyang Ave",1.37318166697573,103.976438610995
"2B",1,10,"97089","Opp Selarang Pk Drug Reh.",1.3708213292446,103.980081081376
"2B",1,11,"97079","Opp St. John's Cres",1.36810642046998,103.977583827938
"2B",1,12,"97069","Lloyd Leas Work Rel Camp",1.3651566598248,103.975287436877
"2B",1,13,"97209","Changi Chapel Museum",1.36229421254534,103.973316399774
"2B",1,14,"97059","Changi Women's Prison",1.36075141209876,103.970972325828
"2B",1,15,"97049","Changi Prison",1.35817903735465,103.969738793585
"2B",1,16,"97039","Bef Jln Bena",1.35535232677111,103.968940564066
"2B",1,17,"97019","Opp Salvation Army",1.3529227886583,103.965440710708
"2B",1,18,"96069","Mera Terr P/G",1.34665000850794,103.963112356025
"2B",1,19,"96059","Changi Ct",1.34351280089212,103.962179402663
"2B",1,20,"96049","Upp Changi Stn/SUTD",1.3408744614671,103.96143293298
"2B",1,21,"95909","AFT SOMAPAH RD",1.33849391556302,103.960499071371
"2B",1,22,"96099","Aft Upp Changi Rd East",1.33666533266027,103.957861007119
"2B",1,23,"96089","Opp Grace Independent Ch",1.33646502628787,103.955946706629
"2B",1,24,"96079","ITE Coll East Tec Blk",1.33542124082545,103.953538549063
"2B",1,25,"85079","Flextronic",1.33394889968504,103.950152319867
"2B",1,26,"85089","Aft Sungei Bedok",1.33338002405472,103.948803273617
"2B",1,27,"85069","Bedok Mkt Pl",1.3318,103.94738
"2B",1,28,"85059","Bef Jln Chempaka Kuning",1.32950222197902,103.949066110977
"2B",1,29,"85099","Tanah Merah Stn Exit A",1.32684437763421,103.946459873865
"2B",1,30,"84069","Blk 55",1.32548742810424,103.942190198873
"2B",1,31,"84059","Blk 65",1.32493504095045,103.939534812046
"2B",1,32,"84049","Blk 27",1.32432719820227,103.934712201449
"2B",1,33,"84039","Bedok Stn Exit A",1.32353645344906,103.928863002035
"3",1,1,"75009","Tampines Int",1.35407552367477,103.943390984739
"3",1,2,"76059","Opp Our Tampines Hub",1.35296163572491,103.941651548528
"3",1,3,"76131","UOB Tampines Ctr",1.35184112001279,103.942541336941
"3",1,4,"76141","Tampines Stn/Int",1.35366689109025,103.946090604516
"3",1,5,"76151","Blk 237",1.355263,103.946998
"3",1,6,"76161","Opp Blk 248",1.35258745876643,103.947583436954
"3",1,7,"76171","Blk 266",1.35177947844792,103.95042351024
"3",1,8,"76091","Blk 206",1.35071636446812,103.95275166966
"3",1,9,"76101","Tampines East CC",1.35303315550855,103.954802106527
"3",1,10,"76031","TAMPINES EAST STN EXIT B",1.35507956918888,103.955297810267
"3",1,11,"76231","Opp Blk 390",1.35666908955685,103.95736200627
"3",1,12,"76241","Blk 497D",1.35845802746258,103.95917058122
"3",1,13,"98011","Blk 149A",1.36221388889515,103.962916000026
"3",1,14,"98091","Blk 156",1.36432808773556,103.963126619871
"3",1,15,"78211","Blk 204",1.36790255939851,103.962436752157
"3",1,16,"78201","Opp Blk 242",1.37134689166636,103.962056636808
"3",1,17,"78229","Blk 485",1.37411139885456,103.960938531374
"3",1,18,"78111","Blk 479",1.37545781179514,103.957986318978
"3",1,19,"78101","Opp Downtown East",1.375053,103.954039
"3",1,20,"77321","Aft Pasir Ris St 53",1.37313477197799,103.94802646457
"3",1,21,"77021","Opp Blk 571",1.3726630000055,103.945572800018
"3",1,22,"77011","Opp Blk 515",1.37376489998905,103.942665900016
"3",1,23,"77069","Opp Ris Grandeur",1.37414972830656,103.940811772551
"3",1,24,"77301","Blk 778",1.37419765728407,103.938644780522
"3",1,25,"77311","Bet Blks 771/772",1.37581953068998,103.936865329717
"3",1,26,"77161","Blk 741",1.37752492323898,103.936575651151
"3",1,27,"77281","Blk 740",1.37837166677052,103.936187292296
"3",1,28,"77331","Blk 747A",1.3782973982979,103.933387647578
"3",1,29,"65191","Bef Punggol Rd",1.39527356921611,103.90539999997
"3",1,30,"65071","Blk 203A",1.39845074063981,103.9041638374
"3",1,31,"65151","Cove Stn Exit B",1.39885650320272,103.906621052417
"3",1,32,"65161","Meridian Stn Exit B",1.39735631138291,103.908591128786
"3",1,33,"65171","Coral Edge Stn Exit B",1.39452041732154,103.912053046132
"3",1,34,"65231","Riviera Stn Exit B",1.3942824799683,103.915765314574
"3",1,35,"65269","Blk 162B",1.39671015437474,103.914672194721
"3",1,36,"65279","Bet Blks 187/188",1.39929726136961,103.91103404531
"3",1,37,"65289","Opp Punggol Sec/Blk 195E",1.40173746082241,103.907629816561
"3",1,38,"65229","Blk 298",1.403622,103.904916
"3",1,39,"65009","Punggol Temp Int",1.40370629859822,103.902243375753
"3",2,1,"65009","Punggol Temp Int",1.40370629859822,103.902243375753
"3",2,2,"65221","Blk 303D",1.40402842836975,103.904807638489
"3",2,3,"65281","Punggol Sec/Blk 601B",1.40201165055481,103.907833099402
"3",2,4,"65271","Opp Blk 188",1.400166,103.910274
"3",2,5,"65261","Blk 649",1.39695155432601,103.914788442052
"3",2,6,"65239","Riviera Stn Exit A",1.39410461413829,103.916034848554
"3",2,7,"65179","Coral Edge Stn Exit A",1.39429582834351,103.91190241455
"3",2,8,"65169","Meridian Stn Exit A",1.39645725997371,103.909321299981
"3",2,9,"65159","Cove Stn Exit A",1.39856872266182,103.906652927417
"3",2,10,"65079","Blk 102C",1.398951,103.904753
"3",2,11,"65199","Aft Punggol Rd",1.39591721161169,103.905427367612
"3",2,12,"77339","Opp Blk 756",1.3780301775267,103.93278653476
"3",2,13,"77289","Blk 738",1.37889759950996,103.935965341339
"3",2,14,"77169","Opp Blk 742",1.37694324707892,103.936332044415
"3",2,15,"77319","Opp Blks 771/772",1.37554666701554,103.937541666967
"3",2,16,"77309","Opp Blk 778",1.37437639672106,103.938744821478
"3",2,17,"77061","Ris Grandeur",1.37377216806532,103.940413200977
"3",2,18,"78049","Blk 612",1.3744627816256,103.941805781265
"3",2,19,"77019","Blk 515",1.3737108000359,103.943510799985
"3",2,20,"77029","Blk 571",1.373014,103.945543
"3",2,21,"77329","Bef Pasir Ris St 53",1.37283117687855,103.947658677005
"3",2,22,"77379","Blk 586",1.374679,103.948026
"3",2,23,"77009","Pasir Ris Int",1.373564,103.950478
"3",2,24,"78109","Downtown East",1.375403,103.954556
"3",2,25,"78119","Opp Blk 479",1.37568,103.957966
"3",2,26,"78221","Blk 231A CP",1.37417517709229,103.961225602276
"3",2,27,"78209","Blk 242",1.3713650312338,103.962214188392
"3",2,28,"78219","Opp Blk 204",1.36725694472542,103.963278185462
"3",2,29,"98099","Blk 269A",1.36457166700645,103.963283610986
"3",2,30,"98019","Opp Blk 149A",1.3622609999684,103.963386999985
"3",2,31,"76249","Blk 370",1.35836639849151,103.959474355343
"3",2,32,"76239","Blk 390",1.3564927293972,103.957548264813
"3",2,33,"76039","TAMPINES EAST STN EXIT C",1.35506418976437,103.955549810264
"3",2,34,"76189","Opp Blk 216",1.3537000000187,103.952796111026
"3",2,35,"76179","Opp Blk 266",1.35172938925372,103.950695718408
"3",2,36,"76169","Blk 248",1.3524530559991,103.947451667029
"3",2,37,"76159","Opp Blk 237",1.35517831738683,103.947201490123
"3",2,38,"76149","Opp Tampines Stn/Int",1.35370728527221,103.946367105605
"3",2,39,"76139","Opp Century Sq",1.35162691843499,103.943850092795
"3",2,40,"76051","Our Tampines Hub",1.35313809279079,103.941263940905
"3",2,41,"75009","Tampines Int",1.35407552367477,103.943390984739
"30",1,1,"84009","Bedok Int",1.32453874317344,103.929038185158
"30",1,2,"84029","Opp Blk 32",1.32295305994698,103.925177042606
"30",1,3,"84019","Opp Chai Chee Ind Pk",1.32221972730517,103.922620155309
"30",1,4,"83099","Aft Perpetual Succour Ch",1.32076378388187,103.918104276387
"30",1,5,"83079","Bef Siglap Plain",1.31976833302337,103.915054167014
"30",1,6,"83059","Mjd Kassim",1.31888900641724,103.912226704262
"30",1,7,"83049","Bef Lor 110 Changi",1.318489754773,103.91002178192
"30",1,8,"83029","Aft Kg Eunos",1.31774429797349,103.906352519963
"30",1,9,"82069","Aft Lor 106 Changi",1.31709537499354,103.90295147897
"30",1,10,"82049","Joo Chiat Cplx",1.31634170548514,103.898916212951
"30",1,11,"82029","Blk 14 Mkt/FC",1.31569833821527,103.895595285465
"30",1,12,"82099","CDAC Bldg",1.31299461549467,103.894271848178
"30",1,13,"82089","Aft Ipoh Lane",1.31086356037133,103.894304037118
"30",1,14,"81199","BEF OLD AIRPORT RD",1.30862937328019,103.890631127019
"30",1,15,"81189","Dakota Stn Exit B/Blk 60",1.30821308595952,103.888508774084
"30",1,16,"81179","Blk 22",1.30726086825664,103.884907110018
"30",1,17,"80279","Mountbatten Stn Exit B",1.30514903438296,103.883420007279
"30",1,18,"91099","Bef Wilkinson Rd",1.30320972763591,103.884719202274
"30",1,19,"91089","Opp Fort Gdns",1.29913832558004,103.885530213508
"30",1,21,"05649","Opp Customs Port Br HQ",1.2723842122117,103.840939122181
"30",1,22,"14061","Opp Former Railway Stn",1.27231269789239,103.838620357349
"30",1,23,"14071","Keppel Workshop",1.27220342411953,103.833902586259
"30",1,24,"14081","Tg Pagar DP Blk F5",1.270896111,103.8308919
"30",1,25,"14101","Opp Keppel DP Blk 517",1.26837500002503,103.82825805601
"30",1,26,"14141","HarbourFront Stn/Vivocity",1.26552421466644,103.822113268462
"30",1,27,"14121","Opp HarbourFront Int",1.26591350024271,103.819256606218
"30",1,28,"14131","Caribbean at Keppel Bay",1.26740130257465,103.816754411503
"30",1,29,"14151","Opp Chr Community Chapel",1.26964765905364,103.812935941234
"30",1,30,"14161","Telok Blangah Stn",1.27075866533548,103.810099130053
"30",1,31,"14171","Opp Yeo's Bldg",1.27145959833005,103.806548570594
"30",1,32,"15141","Labrador Pk Stn",1.27275860463579,103.800959478238
"30",1,33,"15151","Opp Mapletree Biz City",1.27389192906939,103.798222089824
"30",1,34,"15161","Opp HarbourSide Bldg 2",1.27443806198132,103.796660559405
"30",1,35,"15191","Pasir Panjang Stn/Fc",1.27581227029734,103.79263571258
"30",1,36,"15201","Aft Pasir Panjang Stn",1.27680819120105,103.789708614372
"30",1,37,"15221","Aft Sth Buona Vista Rd",1.27949923466491,103.785489554016
"30",1,38,"16201","Barossa Gdns",1.28130063164133,103.784107588342
"30",1,39,"16011","Opp Haw Par Villa Stn",1.28277766355314,103.781869304134
"30",1,40,"16021","Opp Gloria Mansion",1.28625793147796,103.779810276938
"30",1,41,"16031","Opp S'pore Science Pk II",1.28800629048399,103.778464794136
"30",1,42,"16041","OPP LUXE VILLE",1.2893086506189,103.776600951433
"30",1,43,"16051","The Crystal Tabernacle Ch",1.29014861601908,103.774260366152
"30",1,44,"16061","Opp Heng Mui Keng Terr",1.29046257201356,103.77356171611
"30",1,45,"16071","Opp Pasir Panjang PO",1.29129940835907,103.77117221156
"30",1,46,"16081","Aft Palm Green Condo",1.29195777797363,103.768661389003
"30",1,47,"17011","Opp Varsity Pk",1.29386900823232,103.766881872538
"30",1,48,"17021","Waseda S Snr High Sch",1.29673702633957,103.766912017946
"30",1,49,"17381","West Bay Resort Condo",1.29907638900012,103.766864444025
"30",1,50,"17031","Kent Ridge Sec Sch",1.30172305827699,103.765676339358
"30",1,51,"17041","Blk 726 Clementi West Mkt",1.3042101570614,103.764559539395
"30",1,52,"17061","Blk 701",1.30775834752765,103.761805057683
"30",1,53,"17071","Blk 513",1.30891781912545,103.760444334065
"30",1,54,"20291","Tanglin Sec Sch",1.31095062259154,103.757714308045
"30",1,55,"20281","Opp The Japanese Sec Sch",1.31234219524906,103.754842144008
"30",1,56,"20131","S'pore Food Industries Bldg",1.3155936163792,103.751851151702
"30",1,57,"20141","Opp Blk 408",1.31771999750607,103.748771052803
"30",1,58,"20151","Opp Blk 411",1.31829668687275,103.746310472516
"30",1,59,"20251","Bef Teban Gdns Rd",1.31975500989852,103.744471020763
"30",1,60,"20201","Bef Blk 39",1.32127611097845,103.743405277993
"30",1,61,"20211","Blk 41",1.32177193921987,103.741840002419
"30",1,62,"20231","Bef Hasanah Mque",1.32234407286907,103.739443959566
"30",1,63,"20121","Opp Blk 51",1.32023972200054,103.737079999973
"30",1,64,"20241","Opp Blk 54",1.32116277513743,103.736383629864
"30",1,65,"21011","Aft Jurong Lake",1.32534328766029,103.728668498775
"30",1,66,"21021","Bef Jurong Port Rd",1.32419322170223,103.723790088904
"30",1,67,"21171","OPP CORP PL",1.3258163890121,103.719066110982
"30",1,68,"21551","Blk 151",1.3266610431866,103.720986210099
"30",1,69,"21561","Blk 158",1.328801,103.722753
"30",1,70,"21571","Opp Jurong Sec Sch",1.33056719470166,103.72307005593
"30",1,71,"21581","Blk 65",1.33243350969467,103.723286390297
"30",1,72,"21591","Opp Blk 117",1.33476103645994,103.722428083411
"30",1,73,"21601","Blk 357",1.33727029608815,103.721097705815
"30",1,74,"21611","Blk 367",1.3383643422738,103.719319588551
"30",1,75,"21211","Opp Lakepoint Condo",1.34004972199531,103.716068332984
"30",1,76,"21681","Opp Blk 200",1.34228732259066,103.71466298692
"30",1,77,"21691","OPP SUMMERDALE",1.34107859811695,103.711388111118
"30",1,78,"22009","Boon Lay Int",1.33932334709184,103.705457018433
"30",2,1,"22009","Boon Lay Int",1.33932334709184,103.705457018433
"30",2,2,"21699","SUMMERDALE",1.34154982082089,103.712030750131
"30",2,3,"21689","Blk 200",1.34241984576482,103.714423384273
"30",2,4,"21229","Opp S'Pore A'Space Mfg",1.34206,103.716007
"30",2,5,"21219","Lakepoint Condo",1.34010356133429,103.71625930906
"30",2,6,"21619","AFT CORP RD",1.33793509893342,103.718162139215
"30",2,7,"21609","Opp Blk 364",1.33775166774993,103.721026254668
"30",2,8,"21599","Blk 117",1.33468356164521,103.722684936396
"30",2,9,"21589","Opp Blk 65",1.33246568746472,103.723458051677
"30",2,10,"21579","Jurong Sec Sch",1.33013472279057,103.723180861105
"30",2,11,"21569","Opp Blk 158",1.32857203912272,103.722898131134
"30",2,12,"21559","CISCO Recall",1.326626598883,103.720639096987
"30",2,13,"21179","CORP PL",1.32586166697514,103.719295277966
"30",2,14,"21029","AFT CORP PL",1.32429728567538,103.721807669162
"30",2,15,"21019","Aft Yuan Ching Rd",1.32554867828642,103.727033179886
"30",2,16,"20089","Opp Carrier S'pore",1.32702967705527,103.73922295295
"30",2,17,"20269","Bef Pandan Gdns",1.32151780618055,103.745809449478
"30",2,18,"20259","C'wealth Sec Sch",1.320135,103.745076
"30",2,19,"20159","Blk 411",1.31851137522994,103.746401665814
"30",2,20,"20149","Blk 408",1.31795969674094,103.748972669255
"30",2,21,"20139","Opp Angliss Bldg",1.31584166892255,103.752043766752
"30",2,22,"20289","The Japanese Sec Sch",1.31248801817062,103.755034156362
"30",2,23,"20299","Opp Tanglin Sec Sch",1.3109280417106,103.758575440441
"30",2,24,"17079","Blk 512",1.30968304242083,103.759993602229
"30",2,25,"17069","Opp Blk 701",1.3077663717505,103.762140660464
"30",2,26,"17049","Blk 601",1.30470638200942,103.764598218938
"30",2,27,"17039","Opp Kent Ridge Sec Sch",1.3015316464856,103.76606427132
"30",2,28,"17389","Opp West Bay Resort Condo",1.29908138901268,103.767001944022
"30",2,29,"17029","Opp Waseda S Snr High Sch",1.29694570097768,103.767102953315
"30",2,30,"17019","Varsity Pk",1.2937974792702,103.767051769953
"30",2,31,"16089","Aft Clementi Rd",1.29201138346787,103.769084207161
"30",2,32,"16079","Bef Pasir Panjang PO",1.29138264862382,103.771298361842
"30",2,33,"16069","Heng Mui Keng Terr",1.290648611,103.7736967
"30",2,34,"16059","Jamiyah Halfway Hse",1.28967266173408,103.775941361395
"30",2,35,"16049","WHITEHAVEN",1.28910696351866,103.777389520473
"30",2,36,"16039","S'pore Science Pk II",1.28799020188116,103.7787202926
"30",2,37,"16029","Gloria Mansion",1.28608472200879,103.780221389029
"30",2,38,"16019","Haw Par Villa Stn",1.28278078585184,103.782176148582
"30",2,39,"16209","HORIZON RESIDENCES",1.28159092769912,103.784006502448
"30",2,40,"15229","Bef Sth Buona Vista Rd",1.27937638961898,103.78572727156
"30",2,41,"15219","Pasir View Pk",1.27818114088895,103.787010312069
"30",2,42,"15209","Bef Pasir Panjang Stn",1.27706561928684,103.7902343273
"30",2,43,"15199","Opp Currency Hse",1.27604240853686,103.793183996398
"30",2,44,"15169","HarbourSide Bldg 2",1.27481499269165,103.796739942902
"30",2,45,"15159","Mapletree Business City",1.27426303773784,103.798393504076
"30",2,46,"15149","Opp Labrador Pk Stn",1.27341871854745,103.800555467586
"30",2,47,"14189","Aft Alexandra Rd",1.27269303340787,103.803983632146
"30",2,48,"14179","Yeo's Bldg",1.27188454577735,103.806300005338
"30",2,49,"14169","Opp Telok Blangah Stn",1.27118550385957,103.809418104345
"30",2,50,"14159","Bef Chr Community Chapel",1.26994046445496,103.813154190818
"30",2,51,"14139","Bef Seah Im Rd",1.2686352773503,103.815469523808
"30",2,52,"14129","Harbourfront Stn Exit A",1.26607869101924,103.819778773911
"30",2,53,"14119","Opp VivoCity",1.26592360897281,103.822282780366
"30",2,54,"14109","Keppel DP Blk 517",1.26804601553507,103.827224905056
"30",2,55,"14089","Opp Tg Pagar DP Blk F5",1.27046005041763,103.829792773326
"30",2,56,"14069","Former Railway Stn",1.272538056,103.8364069
"30",2,57,"05641","Bef Cantonment Rd",1.27272393115133,103.841406187852
"30",2,59,"91081","Fort Gdns",1.29930499999248,103.885333889028
"30",2,60,"91091","Bef Kg Kayu Rd",1.30314976548218,103.884368453453
"30",2,61,"81171","Blk 39",1.30751703730041,103.885007500643
"30",2,62,"81181","Dakota Stn Exit A/Blk 99",1.30845544825732,103.888472144038
"30",2,63,"81191","AFT OLD AIRPORT RD",1.30913166702397,103.891800000025
"30",2,64,"82081","Aft Dunman Rd",1.31037284851913,103.894127945276
"30",2,65,"82091","Aft Queen Of Peace Ch",1.31264667096781,103.894110505841
"30",2,66,"82111","Opp Tg Katong Cplx",1.3161193086354,103.893799781791
